,Date,User_ID,Tweet_ID,Location,Tweets,Favorite Count,Retweet Count,Source
238,2022-04-24,1483843914759131143,1518095118749863936,,"""This Is called Crime by Coca-Cola, crime brought to you by Peloton...They should know better.""
$abbv $appl $amzn $ba $brk $bhc $cmg $dis $f $ge $hlf $iep $jnj $ko $ibm $pep $ms $gs $wfc $jpm  $c $cs $msft $nflx $orcl $tst $pfe $prgo $tsla $mstr $intc $goog $btc $crm $snap $nke https://t.co/Rc67cZOPDe",0,0,
239,2022-04-24,963495628545327104,1518043834420273152,,"$KO $ORLY NEW ARTICLE : Analysts’ Top Consumer Goods Picks: Coca-Cola (KO), O’Reilly Auto (ORLY) https://t.co/16aJdKrTQW Get all the latest $KO related news here : https://t.co/2RhI5rgGWj",0,0,https://www.stck.pro/news/KO/26647912
240,2022-04-24,626437181,1518032284615512064,"Yuen Long District, Hong Kong","RT @ThePupOfWallSt: $XLP #XLP Consumer Staples Weekly Chart

Money is fleeing to consumer staples as tech stocks continue lower.

Here are…",0,2,
242,2022-04-24,22346163,1518030857809936386,Check out my University →,"$XLP #XLP Consumer Staples Weekly Chart

Money is fleeing to consumer staples as tech stocks continue lower.

Here are some of the top holdings: 

Procter &amp; Gamble$PG
Coca-Cola $KO
PepsiCo$PEP
Walmart$WMT
Costco$COST
Philip Morris$PM

Chart courtesy of @TrendSpider https://t.co/Yz4B8zikIA",16,2,
243,2022-04-23,695192531970043904,1518013726703890432,,"RT @European_DGI: 5 excellent dividend kings (50+ years of increases):

💊 $JNJ - Johnson &amp; Johnson
🛒 $TGT - Target
 🛍 $PG - Procter &amp; Gambl…",0,14,
244,2022-04-23,56678999,1518001045049208832,La Jolla,Trading Coca-cola KO With Integrated Risk Controls: Stock Traders Daily has produced this trading report using a proprietary method.  This methodology [...] https://t.co/Phk3t3gvoc Click for Details,0,0,http://dlvr.it/SP73xF
246,2022-04-23,56678999,1517998035304947714,La Jolla,$KO | Trading Coca-cola $KO With Integrated Risk Controls (KO) https://t.co/K1Wm5CuKvY https://t.co/RFvlDcnMc9,0,0,https://tinyurl.com/y2lbkysb
247,2022-04-23,190299834,1517957242586386432,Uno,"#Earning para la próxima semana!

Coca-Cola $KO
Microsoft $MSFT 
Pepsi $PEP 
3M $MMM 
Visa $V 
Google $GOOGL 
Meta $FB 
Ford $F 
Spotify $SPOT 
Boeing $BA 
Qualcomm $QCOM
Paypal $PYPL
General Electric $GE
Amazon $AMZN
Twitter $TWTR
Apple $AAPL
Intel $INTC
Mastercard $MA https://t.co/aJgrDqYWWD",13,2,
248,2022-04-23,1505557278304440325,1517941926116438016,"Maiduguri, Nigeria",@Jamiiler_ Ko! Safety face with diamond heart and coca cola bottle structure.,0,0,
249,2022-04-23,2188148230,1517930674958782469,"Orlando, FL","@Sales_B2B_ @TickerHistory @StockMKTNewz $KO introduced a new formula that was less popular, during the time of its release, most of the existing stock of traditionally formulated Coca Cola that was made with real sugar was consumed. The “uproar” from the public to bring back old Coca Cola partially succeeded and…1/2",2,0,
250,2022-04-23,15980620,1517929996689592322,NYC,RT @marathe: April 23 1985 #OTD was either the stupidest or the cleverest marketing move ever when Coca Cola $KO introduced “New Coke” in r…,0,1,
251,2022-04-23,622242982,1517918490820231170,New York City,"RT @TickerHistory: On this day in 1985 Coca-Cola $KO released ""New Coke"" leading to major public scrutiny

Three months later the company r…",0,3,
253,2022-04-23,2238814035,1517916335350689792,Wall Street,"On this day in 1985 Coca-Cola $KO released ""New Coke"" leading to major public scrutiny

Three months later the company re-introduced the orginal flavor, with the name ""Coca-Cola Classic"" https://t.co/fc3Cly8bzj",19,3,
255,2022-04-23,1002761314199130113,1517861308275859462,U.S.A.,"RT @WBatshoun: It's a big week next week!! The most anticipated earnings releases scheduled for the week are Meta Platforms #FB, Apple #AAP…",0,1,
256,2022-04-23,3846793703,1517857382314954754,"Bayern, Deutschland","RT @juanmiguelworld: Next week, companies planning to release quarterly results include Coca-Cola (KO), 3M (MMM), Visa (V), Microsoft (MSFT…",0,3,
258,2022-04-23,1362986442201440257,1517852758807912450,,"It's a big week next week!! The most anticipated earnings releases scheduled for the week are Meta Platforms #FB, Apple #AAPL, Microsoft #MSFT, Amazon #AMZN, PayPal #PYPL, Alphabet #GOOGL, Coca-Cola #KO, UPS #UPS, Twitter #TWTR, and Exxon Mobil #XOM.

#earnings https://t.co/vkmi0wgmFl",4,1,
261,2022-04-23,366104063,1517847309069037569,EEUU/Delaware 🇺🇸🇻🇪,"Next week, companies planning to release quarterly results include Coca-Cola (KO), 3M (MMM), Visa (V), Microsoft (MSFT), General Motors (GM), Boeing (BA), Caterpillar (CAT), Apple (AAPL), Amazon (AMZN), Chevron (CVX) and Exxon Mobil (XOM).",4,3,
264,2022-04-23,228426881,1517830317733818370,,"RT @StockMKTNewz: Largest stocks that hit new 52 Week Highs at some point today

Walmart $WMT
Coca-Cola $KO
Pepsi $PEP
Bristol Myers $BMY
R…",0,11,
266,2022-04-23,252139226,1517812664776417280,Oakville,"@VSBYtotheMoon I would love to hear how installs are going with $KO $COKE in New York and what the feedback is so far. Liberty Coca-Cola, Arca Continental &amp; Swire Coca-Cola are some of the biggest bottlers in the world….also #FEMSA which happens to own #Imbera coolers 👀🙏💚 $VSBY $VSBGF $INTC",28,7,
267,2022-04-23,1136370591517290496,1517795145839783936,,"RT @Mino_1_5: 1 Week 
Overview

Apple.          $aapl -1,3
Amazon       $amzn -4,73
Microsoft.   $msft -1,75
Tesla            $tsla 1,62
Co…",0,1,
268,2022-04-23,1517622410211692544,1517794987274125312,New York,"1 Week 
Overview

Apple.          $aapl -1,3
Amazon       $amzn -4,73
Microsoft.   $msft -1,75
Tesla            $tsla 1,62
Coca-Cola  $ko 0,74
Netflix.        $nflx -36,61
Alibaba        $baba -7,76
Meta            $fb -12,33",0,1,
269,2022-04-23,1087186748881260544,1517767551694282752,How to make Miracles PREDICTABLE ➽,"RT @StockMKTNewz: Early look at the largest stocks that report earnings next week

Apple $AAPL
Microsoft $MSFT
Google $GOOGL
Amazon $AMZN
M…",0,13,
270,2022-04-23,4876582225,1517727037619941376,,StockTwits Trending Alert: Trading recent interest in COCA-COLA $KO https://t.co/RH7TqzrQk9,0,0,https://ideas.quantcha.com/2022/04/22/stocktwits-trending-alert-trading-recent-interest-in-coca-cola-ko/
275,2022-04-22,606615769,1517584615870971907,,This Coca Cola Stock (KO) setup using the Trade Ahead Of Earnings Strategy has a goal of a 90% return. There was an adjustment made to this trade from the original outline. https://t.co/nj3e9OVfoc,0,0,https://www.fullyinformed.com/goal-of-90-return-for-coca-cola-stock-ko-trade-ahead-of-earnings-strategy-setup-for-apr-22-2022/
276,2022-04-22,1409136558628913152,1517574450400616448,,"RT @proximilar: Coca-Cola $KO will release its #earnings pre-open on Monday.

Want to see the best estimates of Coke's #EPS and revenues? O…",0,1,
277,2022-04-22,963495628545327104,1517573131170455552,,$KO NEW ARTICLE : Will pricing pressures hurt Coca-Cola's Q1 earnings? https://t.co/zxn5qMyPiW Get all the latest $KO related news here : https://t.co/2RhI5rgGWj,0,0,https://www.stck.pro/news/KO/26570638
278,2022-04-22,15296897,1517570919601885184,New York,$KO - Will pricing pressures hurt Coca-Cola's Q1 earnings? https://t.co/Op1VndEQ8p,2,0,https://seekingalpha.com/news/3825898-will-pricing-pressures-hurt-coca-colas-q1-earnings?source=feed_f&utm_campaign=twitter_automated&utm_content=news&utm_medium=social&utm_source=twitter_automated
279,2022-04-22,963495628545327104,1517569857805561856,,$KO NEW ARTICLE : What To Expect From Coca-Cola's Q1? https://t.co/mWHMRMhBKd Get all the latest $KO related news here : https://t.co/2RhI5rgGWj,0,0,https://www.stck.pro/news/KO/26568852
280,2022-04-22,1279007284362969088,1517563618073657348,Bahamas,"I have a different way I’ll be looking at dividend paying companies. 

They’re like holding a bond that pays you dividend + capital gains. 

EG: Coca Cola $KO",2,0,
282,2022-04-22,701438261298860034,1517550904219779075,"New York, NY","Coca-Cola $KO will release its #earnings pre-open on Monday.

Want to see the best estimates of Coke's #EPS and revenues? Our 🤖AI-driven stock predictions are the most accurate and detailed in the world🏆

⬇️Get our *complete* forecast now at the link⬇️
https://t.co/rnWaATMUaI https://t.co/ixf5eReE9y",3,1,https://stocks.proximilar.com/KO
284,2022-04-22,65322030,1517549044515676160,Switzerland,"$KO Coca Cola fantastic trade, time to take profits https://t.co/o4tYw1BcN2",0,0,
288,2022-04-22,1250830691824283648,1517542635300347904,"New York, NY","Early look at the largest stocks that report earnings next week

Apple $AAPL
Microsoft $MSFT
Google $GOOGL
Amazon $AMZN
Meta $FB
Visa $V
Exxon $XOM
Mastercard $MA
Chevron $CVX
Coca-Cola $KO
Eli Lilly $LLY
AbbVie $ABBV
Pepsi $PEP
Thermo Fisher $TMO
Novartis $NVS
Merck $MRK
$CMCSA",40,13,
289,2022-04-22,2368733657,1517503850453868545,US markets 👉,"First out// $KO: Earnings Preview For Coca-Cola
https://t.co/pUQ4P9vY82",0,0,https://www.marketbit.pro/news/2022/04/22/earnings-preview-for-cocacola
290,2022-04-22,1306597845953318912,1517497203861995520,"New York, NY","✅ $KO: ""Coca"" mentioned during SAP SE earnings event https://t.co/R2jkRLLFn6",0,0,http://a.aiera.com/pM5h
291,2022-04-22,1306597845953318912,1517497201928380416,"New York, NY","✅ $KO: ""Coca"" mentioned during SAP earnings event https://t.co/v30B6FlJay",0,0,http://a.aiera.com/pM5e
292,2022-04-22,725577499,1517496948068130818,,$KO is considered a top pick among dividend-oriented investors who have enjoyed decades of growing dividends. https://t.co/lj5IYouVcC,1,0,https://bit.ly/3MgBWEt
293,2022-04-22,963677199478947840,1517488401070493697,,"Here's Why Coca-Cola $KO Looks Poised for Q1 #Earnings #Beat!

https://t.co/8O2nSCuYAC

#finance #markets #stockmarket #economy #business #investing #trading #USA #NYC",0,0,https://finance.yahoo.com/news/heres-why-coca-cola-ko-133601796.html
294,2022-04-22,36458488,1517458481246351361,#RedSoxNation ,"$TSLA - Analysts Offer Insights on Consumer Goods Companies: Bed Bath &amp; Beyond (BBBY), Coca-Cola (KO) and Tesla https://t.co/ynfsY4Rejy",0,0,http://ih.advfn.com/stock-market/NASDAQ/tesla-TSLA/stock-news/87885067/analysts-offer-insights-on-consumer-goods-companie?adw=1126416
295,2022-04-22,1264952500865597442,1517450621993033728,,"$ko
Coca-Cola Q1 Earnings Preview: Everything You Need to Know
https://t.co/nV739tdEFG",0,0,https://www.investreader.com/articles/cocacola-q1-earnings-preview-everything-you-need-to-know-1650652003/
296,2022-04-22,121158213,1517448412299333636,,RT @AlertTrade: Trading Ideas: Coca Cola multiyear top https://t.co/t2aNO1m3Gs 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t…,0,1,http://dlvr.it/SP2TNC
297,2022-04-22,121158213,1517446385120911365,,Trading Ideas: Coca Cola multiyear top https://t.co/t2aNO1m3Gs 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t.co/NW1nVBsuZ0,0,1,http://dlvr.it/SP2TNC
298,2022-04-22,963495628545327104,1517412913497231360,,$KO NEW ARTICLE : Coca-Cola Q1 Earnings Preview: Everything You Need to Know https://t.co/m8Knn8HWaC Get all the latest $KO related news here : https://t.co/2RhI5rgGWj,0,0,https://www.stck.pro/news/KO/26543787
299,2022-04-22,1265797105840340992,1517403211375599616,SBI証券→楽天証券,"RT @SteveWagsInvest: Some of my favorite dividend growth stocks💸

$COST Costco
$O Realty Income
$STAG STAG Industrial
$WM Waste Management…",0,9,
304,2022-04-22,788787131468619776,1517355309328650241,,"The Coca Cola Company is one of my core stock holdings, together with Nestlé, PepsiCo, Unilever, L‘Oreal, LVMH. Not spectacular, sometimes kind of boring, but robust.
KO tackled challenges, e.g. during the pandemic, but in the process grew stronger. 

https://t.co/VA4hkdM1qg",10,0,https://www.myfinancialshape.com/2018/01/20/stocks-rewarding-for-doing-nothing/
307,2022-04-22,12880302,1517318720602861568,,"This won't sound like a lot to the new breed of traders/investors out there but Coca-Cola $ko is up 26% since December. That is a massive move in the long history of this name. Not a surprise to see Consumer Staples $xlp hit an ATH today, acting defensive with momentum.",1,0,
309,2022-04-22,32826249,1517298220598439936,Surabaya,"Quality and value is in the Overvalued area $ADBE $KO , while classic GARP is pretty cheap $GOOG $FB

No you dummy, Coca Cola is not as essential and durable as Google Search.
Also, $NFLX is more compelling than @COST at this price.",0,0,
319,2022-04-21,1250830691824283648,1517226920009773056,"New York, NY","Largest stocks that hit new 52 Week Highs at some point today

Walmart $WMT
Coca-Cola $KO
Pepsi $PEP
Bristol Myers $BMY
Raytheon $RTX
Prologis $PLD
Anthem $ANTM
Altria $MO
Marsh $MMC
Duke $DUK
$HCA
Southern $SO
Public Storage $PSA
$AON
Marriott $MAR
Enterprise $EPD
Metlife $MET",38,11,
320,2022-04-21,1463681584767242243,1517219480228614144,,"RT @StockMKTNewz: Best and worst performing Dow Jones stocks so far today

Best:
1 $DOW
2 $IBM
3 Verizon $VZ
4 Walgreens $WBA
5 Coca-Cola $…",0,5,
321,2022-04-21,255823529,1517214060013621251,"Cincinnati, OH",@ekstersun Everything is red except for HRL and KO.  Spam and Coca Cola are household necessities apparently,0,0,
325,2022-04-21,1395754988006166530,1517205934338195456,,"Some of my favorite dividend growth stocks💸

$COST Costco
$O Realty Income
$STAG STAG Industrial
$WM Waste Management
$PG Procter &amp; Gamble
$HD Home Depot
$DLR Digital Realty 
$JNJ Johnson &amp; Johnson
$LMT Lockheed Martin
$KO Coca-Cola

What are some of your favorites?",63,9,
329,2022-04-21,1250830691824283648,1517200548025585665,"New York, NY","Best and worst performing Dow Jones stocks so far today

Best:
1 $DOW
2 $IBM
3 Verizon $VZ
4 Walgreens $WBA
5 Coca-Cola $KO
6 Nike $NKE
7 3M $MMM

Worst:
1 Chevron $CVX
2 Salesforce $CRM
3 Home Depot $HD
4 Disney $DIS
5 Goldman $GS
6 UnitedHealth $UNH
7 American Express $AXP",14,5,
331,2022-04-21,1502721575497641986,1517178205215420416,,"RT @SteveWagsInvest: Here’s a list of my favorite Dividend Kings💰

$JNJ Johnson &amp; Johnson 
$PG Procter &amp; Gamble
$KO Coca-Cola
$MMM 3M 
$TGT…",0,48,
332,2022-04-21,1364551045674893316,1517171192716840960,,"RT @austingreentech: Coinbase’s PE ratio falls under 10 for the first time👀
Coca-cola’s is around 30 

Strange times 
$COIN
$KO",0,1,
333,2022-04-21,1396688200609918977,1517167950448381953,"Santa Barbara, CA","Coinbase’s PE ratio falls under 10 for the first time👀
Coca-cola’s is around 30 

Strange times 
$COIN
$KO",2,1,
334,2022-04-21,1351455082798338048,1517159870184656897,"Johannesburg, South Africa","@artofinvestmnt Long-term investor.

Stock market requires patience and time for your portfolio to grow through compound interest. 

Buffet has held his investments for almost 50 years. 

He bought Coca-Cola (KO) stock in 1988, and still holds the stocks today.",0,0,
335,2022-04-21,1332193514235457536,1517159750307246082,,"$ATVI $KO $OTIS - Earnings Previews: Activision Blizzard, Coca-Cola, Otis Worldwide https://t.co/0oFzTtmt3e https://t.co/iWyUGNDCNQ",0,0,https://www.beeken.io/bhlp?utm_content=newsfeed-Industrial%20Goods-ATVI&utm_source=dlvr.it&utm_medium=twitter
340,2022-04-21,1351984750978805766,1517105110471659524,,"RT @StockMKTNewz: Largest stocks that hit new 52 Week Highs at some point today

Walmart $WMT
Coca-Cola $KO
Raytheon $RTX
Deere $DE
Prologi…",0,4,
342,2022-04-21,21522989,1517090031638351873,"Washington, DC","TNFG’s Top Ten Dividend Paying Stocks: 📊💰

$XOM ExxonMobil 
$JNJ Johnson &amp; Johnson 
$PG Procter &amp; Gamble
$KO Coca-Cola
$NKE Nike
$MAIN MAIN (REIT)
$ABBV AbbVie
$LOW Lowe’s
$JEPI JEPI
$T AT&amp;T

Are you earning dividends? If so, where? 🤔📚💸",4,0,
344,2022-04-21,144351126,1517069371675484160,EMEA,"RT @amazonholder1: Has anyone looked at these financials?

the ""value"" name trades 26x NTM earnings,22x ev/ebitda &amp; will grow sales at 6%.…",0,13,
345,2022-04-21,1136370591517290496,1517062039969144832,,RT @0xWolff: I have a far deeper respect for the Coca Cola business. It’s a revenue machine. Smashed revenue back to back &amp; raised earnings…,0,3,
349,2022-04-21,1150437355620392960,1517048453049856000,"Brussels, Belgium",RT @Wolffshito: I have a far deeper respect for the Coca Cola business. It’s a revenue machine. Smashed revenue back to back &amp; raised earni…,0,3,
357,2022-04-21,1106801120796643329,1517015884313014272,𝓢𝗶𝗺𝗽𝗹𝗲 𝗺𝗼𝗿𝗻𝗶𝗻𝗴 𝗿𝗶𝘁𝘂𝗮𝗹 𝘁𝗼 𝖒𝖆𝖓𝖎𝖋𝖊𝖘𝖙 𝖈𝖆𝖘𝖍 ➔,"$KO How is it possible that Coca Cola has bigger P/E than Google? , Qualcomm , Broadcom , micron , AMD. Unbelievable $SOXL $QQQ $SPY ✨",0,0,
359,2022-04-21,1345999028,1517012927647154176,,"@tlagomi Quoting from Yahoo Finance ""Apple Inc. (AAPL), Bank of America Corporation (BAC), and The Coca-Cola Company (KO). These three stocks hold some of the largest positions in Buffett's investment portfolio, making up 47.6%, 13.6%, and 7.2% of the portfolio, respectively."" Conviction!",1,0,
360,2022-04-21,4765301379,1517007746226393089,Visit my blog 👉👉👉,"5 excellent dividend kings (50+ years of increases):

💊 $JNJ - Johnson &amp; Johnson
🛒 $TGT - Target
 🛍 $PG - Procter &amp; Gamble
🥤 $KO - Coca-Cola
📎 $MMM - 3M

I own $JNJ, $MMM and would love to own $PG and $TGT

Do you own any of these?

#dividends #dividendinvesting",154,14,
361,2022-04-21,74735911,1516997091947651073,Israel,"RT @zknflz: Here’s a list of my favorite Dividend Kings

$FSUGY Fortescue Metals
$PG Procter &amp; Gamble
$KO Coca-Cola
$BAK Braskem
$TGT Targe…",0,4,
